wid,cleaned_hm,age,gender,marital,parenthood
10363,"Okay, so a couple of months ago I graduated from university - it was a really happy time for me, and although my family and I had already celebrated finishing my degree successfully, the official graduation day ceremony was really quite special, and a very happy day, for me and my friends. It was one of the last times that all of us were together because shortly after that two of our group left to go abroad and they'll be there for about two years before they come back home.
So, the graduation ceremony was in the main auditorium of the university and everyone was there, all the students, faculty members and of course family and other invited guests. There were the usual speeches, presentation of degrees to graduates and a few other things which the faculty had organized, and then after we organized a big lunch.
There was my own family and three of my friends and their families as well, so it was quite an occasion. We had this family lunch at a local restaurant which we had booked for the afternoon. It was a really special time having all the most important people in my life together at the same time.
Later on, when the family members had left we went out to a bar and had a few beers together just me and my friends. Looking back on it now, it was one of the happiest days of my life I think a we all felt like we had really achieved something graduating and that particular day was really good for all of us. I hope that maybe in a couple of years we can arrange a sort of reunion a so that we can all get together again and catch up with each other.",27,f,married,y
10364,I bought my niece a fidget spinner for her birthday yesterday and she couldn't stop playing with it.,27,f,single,n
10366,"Yesterday night, I saw two friends I had not seen in a few months. ",22,m,single,n
10367,I walked from one end of the boardwalk to the other end and back to my starting point.,57,f,single,n
10368,I had a happy moment when I got a new CS:GO skin.,28,m,married,y
10369,"A small event that made my happy in the past two weeks was the day I legally married my spouse, with a deployment upcoming and a ceremony and reception to come next year. ",22,m,married,n
10370,My boyfriend got a phone call saying that his lost phone had been found! ,37,f,single,n
10372,I returned home from college for the first time in several months to my dog and family.,18,m,single,n
10374,"Within the past 3 months, I was able to retire from my job after 30 years of employment.",55,m,married,y
10375,"Today I enjoyed a nice, long, leisurely walk in the beautiful weather to my local coffee shop.",39,f,single,n
10377,Photographing my friends' engagement and hearing they loved the results made me very happy.,34,f,single,n
10378,"Yesterday I went out to see if the seeds I had planted in my garden last week had sprouted and I found that they had indeed sprouted, this made me happy.",43,m,married,y
10379,"Spending the evening with my boyfriend, talking, watching TV, playing his Playstation, just being together made me happy.",47,f,single,y
10380,A job that I have been waiting on to call me back finally got in touch with me.,19,m,single,n
10381,"I received my first fountain ink bottle in the post this morning, and opening the package was a nice experience - happy and exciting.",20,f,single,n
10383,I got married last month.,28,m,married,n
10384,Went to a fast food place and the man in front of me paid for my food.,45,m,married,y
10386,My husband surprised me last night by going yo my favorite smoothie place and getting us smoothies as a special treat.,30,f,married,n
10387,I didn't have any legitimate work to do for the first 4 hours of my shift yesterday.,25,m,single,n
10388,I got to see my mother for the first time in over 4 months and this made me feel extremely happy.,22,f,single,n
10392,"I completed a long project at work, which was accepted by my boss.",37,f,single,n
10393,"I went for a hike with my dad, son and daughter.",37,f,married,y
10394,I had an happy moment before 2 months ago is my sweet little pet dog give birth to 4 little cute pomeranian puppies. This is the only one moment that i happened in the past 3 months.,25,m,single,n
10395,Saw my Dr for Erectile Dysfunction. Took the pills and had a stiff one for the first time in a year.,50,m,divorced,y
10396,The moment I handed in my final exam and walked out the door knowing I finished the semester and can relax.,21,f,single,n
10399,"More information was released on E3 about games I'm very interested in. As an avid gamer, every year I look forward to finding out which new games will be coming out soon.",24,m,single,n
10400,"Received my package from amazon, intact and fast.",29,m,married,y
10404,"I was talking to my uncle about how the present I got him for his birthday was defective. This made me a little sad for him since I wanted it to be a good present. I then decided to talk to him a bit to see if there was anything that he really wanted since I was unaware of anything before purchasing a gift for him. He told me that he really would like to get my old GameCube system up and running again because he really enjoyed playing it. It needed a controller and a memory card, so I purchased both for him. I also purchased a rated M game for him to play, as these are the only games that he enjoys. He was so overjoyed with what I had done and that made me extremely happy. Making other people happy is what makes me most happy.",27,f,single,n
10405,I bought my toddlers some sidewalk chalk and their faces lit up when they saw it and they had a lot of fun drawing and it made me so happy to see them so happy.,28,f,single,y
10406,I got to spend four days in Mexico with my daughter who I haven't seen since Christmas. ,55,f,married,y
10407,"I was feeling like my life had gotten a bit routine and decided to rearrange my furniture. A small thing, but it made me happy.",39,m,married,n
